product_name,actual_price,selling_price,ebay_price,stock,demand_index,user_interest,day_of_week,season,sales,profit
MacBook Air M2,107100,89009.11,108542.23,307,0.5996728066711804,0.718150028715649,2,0,57,800229.27
Lenovo ThinkPad X1,72131,66537.81,75044.52,497,0.6502071703041853,0.8138769882672428,6,0,56,898582.16
MSI Prestige 14,71252,63631.34,68489.13,454,0.8466931592960485,0.9352685926520398,1,1,74,1017865.56
Asus ROG Zephyrus,76941,67956.01,59806.29,327,0.4941538289812023,0.4824276695272459,5,1,37,521600.47
MacBook Air M2,133088,125425.87,105688.11,203,0.6921474135127839,0.6317571710282187,4,0,56,1806799.12
MSI Prestige 14,84388,71908.03,68585.44,62,0.6754177386897089,0.5247494123563285,6,0,53,680330.79
Lenovo ThinkPad X1,41090,33727.66,38717.56,379,0.6495106599346263,0.9220111900005493,2,1,62,307808.92
MacBook Air M2,118732,98410.23,90504.72,24,0.4439417743529488,0.08211846715017396,5,0,24,367147.92
HP Pavilion Gaming,74144,63274.39,75498.25,452,0.9929450265832779,1.0,0,0,91,1034996.69
Asus ROG Zephyrus,113221,91965.33,114587.98,338,0.7356256851522128,0.8407806684146754,5,0,63,800769.69
Dell Inspiron 15 Laptop,63699,54484.11,56613.15,384,0.8800437940814076,0.6957904546474757,2,1,73,722321.13
Dell Inspiron 15 Laptop,75940,70630.45,65023.17,390,0.43789883060415624,0.22837925464657755,1,0,33,576590.85
Asus ROG Zephyrus,99926,81277.87,90992.68,44,0.6436445465062193,0.8774492076935767,2,0,44,498505.48
HP Pavilion Gaming,61734,54796.95,59946.6,130,0.511899088225295,0.8326215714284391,0,0,41,474909.15
MSI Prestige 14,89123,79933.31,82103.09,459,0.3841744554051007,0.30529911502430646,4,1,26,456227.46
Lenovo ThinkPad X1,36605,30634.49,29218.27,350,0.9347932658339139,0.832284807817833,6,1,81,405890.19
Dell Inspiron 15 Laptop,53935,48996.41,53733.2,213,1.0,1.0,3,0,76,854385.16
MSI Prestige 14,100105,84944.29,87855.24,244,0.743172129637801,0.9286004462006875,5,0,56,832764.24
HP Pavilion Gaming,36828,32258.22,37918.27,352,0.46963277843956813,0.630431348551606,1,0,44,285059.28
MSI Prestige 14,79865,75751.48,67622.19,149,1.0,0.8075499362123788,6,0,84,1667062.32
Dell Inspiron 15 Laptop,66037,60218.89,57620.95,392,0.6339458568780747,0.6080142720967124,2,0,57,797600.43
Acer Aspire 5,71159,63059.04,71340.36,347,0.7063833784437692,0.927213736841437,2,0,54,715377.96
Lenovo ThinkPad X1,54282,48841.84,49229.41,151,0.8640491478972511,0.5150975104434619,6,0,75,813333.0
Acer Aspire 5,74711,64953.89,62788.12,42,1.0,0.7336931586489815,6,0,42,531559.98
Asus ROG Zephyrus,88381,71587.98,72358.2,58,0.40428275084403165,0.48456062633651015,6,0,37,359687.36
MSI Prestige 14,75408,66360.49,76778.0,439,0.7940155555827453,1.0,3,0,74,1004541.86
Lenovo ThinkPad X1,67265,58796.15,65676.91,137,0.9573949927699187,0.8929926765087287,6,0,81,948562.65
HP Pavilion Gaming,38756,35190.66,36521.5,262,0.9412327946795422,1.0,3,0,67,540117.82
Lenovo ThinkPad X1,49153,41847.81,40217.24,42,0.7308731312708115,0.6893620739723916,4,0,42,312509.82
Lenovo ThinkPad X1,79241,70660.64,59861.27,335,0.6248949946376267,0.41930139589385185,4,1,50,759597.0
HP Pavilion Gaming,73727,66185.1,72353.76,306,0.3317109684400605,0.6984041260809184,0,0,33,481014.6
Asus ROG Zephyrus,83718,68516.62,68713.37,365,1.0,1.0,0,0,88,872433.76
Lenovo ThinkPad X1,74224,59430.77,63094.09,82,1.0,0.9226064564046881,6,1,78,582969.66
Asus ROG Zephyrus,106368,94461.19,80824.15,270,0.6508513871828111,0.38173662428383737,5,0,36,720129.24
Asus ROG Zephyrus,116240,99310.7,107426.28,169,0.4655064301258969,0.43705741170933554,0,0,47,843306.9
Asus ROG Zephyrus,119840,105890.12,120821.44,82,0.6001398235114349,0.7484720123767364,4,0,51,1122108.12
Dell Inspiron 15 Laptop,37482,31165.75,38209.76,51,1.0,1.0,2,0,51,251345.85
MacBook Air M2,154077,139764.61,139947.26,495,0.48724671157539295,0.0,3,0,34,1084964.14
Asus ROG Zephyrus,82342,77559.36,70978.21,477,0.912726648073711,0.77552917467772,6,1,57,1135437.72
HP Pavilion Gaming,54846,49297.7,41580.33,266,0.5458955578331793,0.21158135814949441,5,0,35,381692.5
MacBook Air M2,158836,131322.7,150230.87,283,0.651934920368373,0.6147538929678329,5,0,66,1329075.0
Asus ROG Zephyrus,111124,91250.84,96890.98,330,0.56604416558632,0.681502578102532,6,1,49,659737.96
HP Pavilion Gaming,54978,46121.79,47495.92,490,0.8370420583021779,0.7615303587588537,4,0,62,473505.78
HP Pavilion Gaming,78861,72312.68,61848.43,177,0.7943645380345471,0.6570284683611013,0,0,54,923938.92
Acer Aspire 5,62856,52818.0,57355.49,256,0.42833045614276954,0.33010327256140004,5,0,43,379208.4
Acer Aspire 5,76401,71441.49,73143.76,312,0.6391690510195362,0.5146938636871071,0,0,50,898039.5
Lenovo ThinkPad X1,47875,39782.36,36064.18,488,0.42024001835150715,0.20613059952435592,1,0,32,200635.52
Asus ROG Zephyrus,117924,97441.27,120792.33,429,0.8807795082396566,1.0,1,0,73,1087296.31
Asus ROG Zephyrus,89250,72609.39,87580.65,48,0.2951969516545939,0.3431763046260694,0,0,30,304031.7
MacBook Air M2,118769,102081.65,123071.54,425,0.42832844396375724,0.7101036177054657,3,0,34,644073.9
HP Pavilion Gaming,66987,54106.33,60215.28,384,0.6749170218901956,0.608788824743445,0,0,48,346340.64
Asus ROG Zephyrus,107904,93004.51,103747.29,123,0.4884095364646664,0.4279110142283905,4,1,34,594038.14
Lenovo ThinkPad X1,44650,37542.69,41393.64,294,0.9971445433647128,0.8942223415471149,0,1,102,641344.38
MSI Prestige 14,98470,86475.87,76413.86,99,0.9760395702011927,0.7654439243264564,6,1,76,1333562.12
MSI Prestige 14,109887,101906.93,90645.83,108,0.8709690344746499,0.9227865188669525,1,0,51,1274287.53
MSI Prestige 14,107641,95610.99,113002.17,301,0.763696946927708,0.9453405985344753,4,0,77,1560196.33
Dell Inspiron 15 Laptop,46122,43292.85,48027.64,234,0.7313766732448685,0.9527819960859042,2,0,59,649439.55
HP Pavilion Gaming,35614,28688.9,33081.17,127,0.39150302515457225,0.7065219198160312,3,0,36,135327.6
MSI Prestige 14,98535,86801.82,97275.42,428,0.6290592479482079,0.9923885418828493,3,0,49,873538.68
Dell Inspiron 15 Laptop,43502,37815.92,45551.05,270,0.8164567978550847,1.0,2,1,63,463964.76
MSI Prestige 14,111773,95298.42,109555.03,496,0.5951445440216115,0.6394106207289303,3,0,64,1091668.48
Lenovo ThinkPad X1,72129,58695.33,61375.37,359,0.5254738745257979,0.5816787720644458,5,0,40,328201.2
Acer Aspire 5,69801,58943.19,57242.57,172,0.7920150020599294,0.630191475307138,6,0,58,584784.42
Lenovo ThinkPad X1,58895,48215.31,61069.68,312,0.9968644796953168,1.0,2,1,112,782746.72
Dell Inspiron 15 Laptop,49561,40890.56,51907.74,78,0.8276341480275611,1.0,2,0,78,483433.08
HP Pavilion Gaming,46593,37602.5,40313.53,444,0.7110753633613816,0.6758301386285352,4,0,63,314206.2
MacBook Air M2,156262,145724.92,160688.23,397,0.26019855903126643,0.3825626976058698,1,0,24,872196.48
Asus ROG Zephyrus,117319,109648.15,104298.26,288,0.7405846041702598,0.36762176290751436,5,0,64,1761590.4
Lenovo ThinkPad X1,52674,49072.11,43702.56,495,0.6790744442796541,0.4724925601551332,1,1,54,658816.74
HP Pavilion Gaming,77520,68421.37,60162.96,491,0.5529086555590612,0.4616953569508102,4,0,35,495507.95
Asus ROG Zephyrus,73020,68213.24,76484.26,133,0.0,0.0,1,0,0,0.0
Acer Aspire 5,46303,41751.53,42585.78,256,0.8314723002580593,1.0,3,1,77,719136.11
Acer Aspire 5,53088,45130.18,43617.47,200,0.9017041649557164,1.0,6,0,80,637486.4
Asus ROG Zephyrus,119708,111421.4,90831.34,42,0.6459255860327306,0.45105251032736315,1,0,42,1160283.6
Acer Aspire 5,61588,51660.21,49759.4,32,0.7382198136039806,0.6143219782980142,6,0,32,273555.52
HP Pavilion Gaming,72311,63705.83,71150.67,345,0.9372774824430575,0.9047804008636898,6,0,96,1256460.48
Lenovo ThinkPad X1,40084,36809.98,32152.42,261,0.8503805236065397,0.7807203947921912,5,0,63,551324.34
HP Pavilion Gaming,37353,35430.15,35590.52,223,0.5882156305456823,0.5490907751228984,6,0,39,362038.95
HP Pavilion Gaming,79064,67089.09,70888.23,454,0.7774016436263826,0.5417128380863026,2,1,63,739890.27
Asus ROG Zephyrus,86422,75969.57,86229.82,94,0.8243706378853697,1.0,0,0,87,1346252.79
MacBook Air M2,123756,116521.52,108400.13,462,0.33064551310571966,0.08002088906979332,5,0,22,657631.04
MacBook Air M2,91980,76348.36,92939.98,299,0.790100551056525,0.9190370861392454,3,0,65,777553.4
Lenovo ThinkPad X1,40776,33178.4,32461.67,46,0.6919858051644289,0.765535702912546,3,0,44,203948.8
Asus ROG Zephyrus,114859,108556.31,92534.74,34,0.39385649943969536,0.2469024973173747,3,0,24,675720.24
MacBook Air M2,98712,81938.73,88591.88,338,0.334709041109307,0.5752962903255656,2,0,34,436571.22
Acer Aspire 5,71935,62561.14,68635.84,357,1.0,1.0,4,0,95,1159630.8
MacBook Air M2,141195,129472.66,107574.44,233,0.5758791472120968,0.3862942064086844,5,0,33,1010993.28
Acer Aspire 5,43783,38194.25,35600.17,180,0.5558071652340671,0.5005914742879153,1,0,42,316938.3
Lenovo ThinkPad X1,53333,42932.02,41257.0,425,0.9264232202536755,0.6482014017818545,1,1,62,347133.04
HP Pavilion Gaming,41090,33637.63,41865.22,28,1.0,1.0,1,1,28,136489.64
HP Pavilion Gaming,60683,51636.23,60346.06,26,0.8302818561854045,1.0,5,0,26,238111.38
MacBook Air M2,146446,128720.23,141976.01,478,0.7300563149919406,1.0,0,0,73,1913186.19
Acer Aspire 5,61745,52443.28,55018.18,192,0.7045670976070999,0.6602142591347032,2,0,50,461089.0
Dell Inspiron 15 Laptop,45181,41018.94,36982.29,371,0.502060105094338,0.8768234854138423,2,0,39,366297.36
MSI Prestige 14,109004,94044.29,88410.25,410,0.8182092204329334,0.7499126624577507,4,0,70,1241904.3
Dell Inspiron 15 Laptop,47803,43515.19,46862.1,463,0.28763862772090565,0.6579138365328464,3,0,28,281486.52
MSI Prestige 14,96017,88234.19,90880.36,262,0.7600996483531945,0.8145502295417917,4,0,61,1282359.69
Dell Inspiron 15 Laptop,54342,45395.61,53407.32,119,0.764760025521189,0.7684677973041629,5,0,58,426660.18
HP Pavilion Gaming,64052,55520.0,57931.52,492,0.46285248264233103,0.5418306241171039,0,0,45,480762.0
Asus ROG Zephyrus,72113,66971.19,54280.11,468,0.8064597597376216,0.4824465466343958,6,1,47,775128.23
HP Pavilion Gaming,79738,69077.32,67718.84,112,0.799253363889428,0.7081530809099512,3,0,65,861946.8
MSI Prestige 14,93499,84711.64,74809.73,487,0.880908674802175,0.5341732503951744,3,0,62,1194265.08
Asus ROG Zephyrus,106336,96319.98,93991.52,386,0.5393383076128103,0.5744000418530465,1,0,50,1094239.0
Acer Aspire 5,35968,31640.17,37082.35,304,0.3525316709105907,0.598225177726657,2,0,30,193877.1
MacBook Air M2,99200,88059.9,94881.07,295,0.8832655349404962,0.904000600680034,6,0,76,1415112.4
Dell Inspiron 15 Laptop,44110,39700.31,34930.51,403,0.6127712602668286,0.5227255404207141,4,0,36,317639.16
Acer Aspire 5,77759,64028.67,63791.03,105,0.9610385349561896,0.6751365473151063,2,1,82,786984.34
Acer Aspire 5,63625,56796.58,64303.97,251,0.5195930379309551,0.6794419435970944,3,0,49,600694.92
MacBook Air M2,121890,114714.49,121652.52,323,0.4456743355166243,0.5470890035189161,1,0,39,1146268.11
Acer Aspire 5,40704,37853.33,42657.84,288,0.6681200038199717,1.0,3,0,63,589713.39
MacBook Air M2,119165,111878.21,105038.19,101,0.7271595033024125,0.6826912829225217,0,1,46,1309284.66
Lenovo ThinkPad X1,76781,68900.29,65149.78,84,0.34439548331272474,0.048987525842322015,3,0,26,393993.34
MacBook Air M2,98927,84680.3,80940.18,493,0.36230265561471353,0.3713077007473467,1,0,27,416647.8
MSI Prestige 14,111986,98699.37,115955.18,469,0.5091511449693475,0.6602498289494916,3,0,40,812366.8
Dell Inspiron 15 Laptop,46556,38963.2,41574.91,62,0.7359946151033512,0.8784131624996182,2,0,62,395188.0
Asus ROG Zephyrus,94596,78454.77,71161.63,322,0.36266057646241323,0.5151726722241646,4,0,25,305939.25
Asus ROG Zephyrus,116881,96420.95,109307.76,392,0.6022817785698165,0.4469991967316693,2,1,55,803233.75
Dell Inspiron 15 Laptop,77641,66770.16,80980.93,109,0.5731463793284979,0.732294572063058,1,0,60,745287.6
Asus ROG Zephyrus,73654,62185.46,72771.79,464,0.8794829406120743,1.0,4,0,84,892723.44
MacBook Air M2,155429,143442.06,157801.15,412,0.715858028860977,0.9823439995843058,0,0,71,2459564.96
MSI Prestige 14,76295,65080.64,62642.86,312,1.0,0.7450758604754458,6,1,82,957279.48
Lenovo ThinkPad X1,35145,32157.62,27937.15,458,0.3624803161940974,0.28886607033094003,1,0,25,188903.0
MSI Prestige 14,84996,69217.1,64349.76,162,0.4599302385084093,0.3062149866089421,0,0,33,320756.7
Asus ROG Zephyrus,109420,88495.42,86718.89,339,0.7829083628759576,0.5508268789819397,5,0,60,714085.2
Lenovo ThinkPad X1,67496,54156.98,57528.66,321,0.7605370697991971,0.6303685923845035,6,0,70,483684.6
Dell Inspiron 15 Laptop,47323,38466.44,48186.99,406,0.36255011530938575,0.2799899721906958,6,0,28,149529.52
Lenovo ThinkPad X1,41704,38567.0,39655.53,447,0.8467571823581495,0.5394741686330533,1,1,74,693690.8
Acer Aspire 5,75747,64282.7,64377.42,345,0.5712975311289177,0.4932487091951513,2,0,49,551730.2
HP Pavilion Gaming,67007,59439.98,52039.66,472,0.7077511984892738,0.4592091608257407,1,0,42,526473.36
Acer Aspire 5,68400,63151.73,51325.38,419,1.0,0.8367328884537607,4,1,56,855216.88
Dell Inspiron 15 Laptop,64301,61013.45,66107.88,383,0.8546214413390475,0.6605723289346972,5,0,61,976167.75
Asus ROG Zephyrus,96342,89569.44,89843.34,479,0.7416217353377181,0.8879700796807208,0,0,53,1172892.12
Asus ROG Zephyrus,88792,72200.9,91552.31,476,0.8620146188875706,1.0,1,0,87,874045.5
Lenovo ThinkPad X1,72174,59490.48,71155.1,162,0.616365871709513,0.7631504579259811,1,0,65,582964.2
MacBook Air M2,142290,130694.01,119723.34,92,0.7131779641008038,0.4545102690203179,1,1,55,1710005.55
MSI Prestige 14,75656,67051.98,67621.81,308,0.6949946082509711,0.7251914078418105,5,0,63,887845.14
HP Pavilion Gaming,46138,43504.43,46025.43,160,0.47809755956814337,0.5046922906667741,0,0,36,403481.88
MacBook Air M2,130108,114811.13,135279.36,115,0.9315039214991749,1.0,4,1,72,1708958.16
Dell Inspiron 15 Laptop,47677,38143.98,36010.74,149,0.40669659481300136,0.42453157741583125,2,0,27,128792.16
MSI Prestige 14,109256,88358.01,114550.53,272,0.3008243603889164,0.6728753783035061,0,0,25,296970.25
Asus ROG Zephyrus,75448,69216.33,62592.88,282,0.6223646362917542,0.46013879162877924,6,0,40,656109.2
Lenovo ThinkPad X1,78108,69694.43,65757.26,327,0.7901076015856887,0.803500216149573,4,0,69,1036299.27
MSI Prestige 14,75693,67980.74,64813.71,174,0.9415618616922005,0.7522238964942228,5,0,85,1274629.4
Asus ROG Zephyrus,74481,61079.68,65213.64,249,0.8726200452341262,0.7086575693164454,6,0,77,688609.46
MacBook Air M2,150428,120615.9,123706.04,232,0.5755306194717789,0.5307994490426421,2,0,46,704549.8
MacBook Air M2,119300,104177.08,94845.24,71,0.946469010884329,0.5825030314753655,4,1,66,1364027.28
HP Pavilion Gaming,54877,47131.61,56900.13,132,0.8284652909076704,0.8383494802237892,4,0,71,618957.41
HP Pavilion Gaming,59817,48198.38,61044.96,296,0.6963301958191787,1.0,5,0,71,449180.08
Lenovo ThinkPad X1,43080,34894.71,39009.91,486,0.5791321856873376,0.5632841816999353,6,0,55,260629.05
MSI Prestige 14,77788,71589.82,60799.9,36,0.43057474209406066,0.04612332382710449,6,0,34,582699.48
HP Pavilion Gaming,63138,54413.57,57764.0,371,0.5748122054106333,0.5202546180334896,3,0,56,572150.32
MacBook Air M2,151063,138280.57,141606.32,469,0.4277232595286512,0.31766961390533466,0,0,35,1138776.45
MSI Prestige 14,90669,84718.59,76766.24,183,0.8911237380162234,1.0,3,0,56,1190016.24
MacBook Air M2,106905,90948.37,109943.78,202,0.5522933106314666,0.6131261881074731,1,0,54,870202.98
Dell Inspiron 15 Laptop,62413,52493.62,64191.47,191,0.6420941083060969,0.8048361453395849,2,0,65,572293.8
MacBook Air M2,138758,129307.23,114826.34,450,0.8675125406716745,0.5411049796847818,5,0,67,2155834.21
Lenovo ThinkPad X1,52030,43033.45,39863.17,275,0.865254934169337,0.7088699126608726,4,1,70,462871.5
Acer Aspire 5,48057,39395.17,46509.27,302,0.5973230768693922,0.825820212277476,3,0,59,339560.93
Dell Inspiron 15 Laptop,38754,35410.61,37708.69,22,0.8131019291263087,0.5082866843709627,6,0,22,182221.82
Dell Inspiron 15 Laptop,44496,40676.83,35508.76,381,0.8653618840083981,0.7862690358889708,2,0,73,695662.99
Lenovo ThinkPad X1,56727,52868.0,53735.68,492,0.9339809008702813,1.0,2,0,81,1065887.1
MSI Prestige 14,72159,66210.84,66116.98,105,0.9461866881659989,0.7803496509587663,5,1,66,1036169.64
MSI Prestige 14,89873,82126.08,85695.13,419,0.7091620883376968,0.5258226640244206,4,1,50,960749.0
Lenovo ThinkPad X1,44596,39980.53,43887.81,246,0.7787823946472304,0.6351436162371559,6,0,54,473219.82
HP Pavilion Gaming,61661,50872.35,49599.85,448,0.7362233020422121,0.49022195027807214,5,0,62,477998.3
Dell Inspiron 15 Laptop,58225,51483.87,53462.08,273,1.0,0.9831463178406135,3,0,93,997552.41
HP Pavilion Gaming,79848,71501.78,63455.2,171,0.9231804106730722,0.6250168538935541,6,0,75,1170613.5
MacBook Air M2,100258,86826.42,79628.49,202,0.424471516048085,0.47005146895712213,0,0,32,532666.24
Dell Inspiron 15 Laptop,62386,57082.46,60519.71,137,0.4951626351341589,0.7283730160930071,6,0,35,469429.1
Dell Inspiron 15 Laptop,69501,65933.44,67705.5,378,0.9769172611869218,1.0,4,0,95,1641860.3
Asus ROG Zephyrus,116850,93939.16,88485.54,273,1.0,1.0,2,1,89,1080830.24
Acer Aspire 5,52833,49024.23,43199.56,88,0.7262339540814919,0.5762528310279565,1,1,60,722467.8
MSI Prestige 14,113363,92960.15,87763.42,250,0.7451543285890938,0.4494159146284198,0,1,67,911605.35
Dell Inspiron 15 Laptop,50261,42340.46,38368.17,361,0.6244034826486877,0.32133818308919615,1,1,41,293468.16
MSI Prestige 14,104782,90894.3,103002.09,63,0.6347832167667525,0.7249477782374422,1,0,63,1105454.7
MacBook Air M2,105892,93170.46,92478.52,26,0.5698328758786888,0.5277486066866311,2,0,26,495197.56
MSI Prestige 14,81918,76373.82,71107.64,173,0.28749082862269143,0.14384693371036356,1,0,25,475780.5
HP Pavilion Gaming,63228,56786.72,51178.6,491,0.5460620025853785,0.19634507101682475,3,1,37,463503.44
HP Pavilion Gaming,60000,48198.32,57960.14,402,0.7265923503019653,0.8218529445681731,0,0,80,495865.6
Asus ROG Zephyrus,103340,96005.03,99913.69,188,0.747861693364069,0.9000836344934667,5,0,61,1443688.83
Acer Aspire 5,38648,33403.26,30620.34,41,0.6873119608315336,0.7508953561105878,2,0,41,260336.06
MacBook Air M2,147326,129186.54,146135.77,157,0.3733733929858979,0.3829391393815348,1,1,31,807808.54
HP Pavilion Gaming,65573,59875.77,49532.78,251,0.5279053191590808,0.4468851934422763,1,0,39,545012.13
Lenovo ThinkPad X1,64118,56608.31,49899.55,406,0.7166694141986485,0.6442306706693111,5,0,48,562834.08
MacBook Air M2,116390,107464.69,100575.63,422,0.32851940804275775,0.22991245042998668,3,0,27,701775.63
MSI Prestige 14,80403,67656.41,67836.39,412,0.7530780428340867,0.7265432977918835,1,0,59,671084.29
